1018611.000000,2.955878,-31.553284,1.164381
1018612.000000,2.955878,-31.553289,1.164381
1018613.000000,2.955878,-31.553294,1.164381
1018614.000000,2.955877,-31.553299,1.164381
1018615.000000,2.955877,-31.553304,1.164381
1018616.000000,2.955877,-31.553308,1.164381
1018617.000000,2.955877,-31.553313,1.164381
1018618.000000,2.955876,-31.553318,1.164381
1018619.000000,2.955876,-31.553323,1.164381
1018620.000000,2.955876,-31.553328,1.164381
1018621.000000,2.955876,-31.553332,1.164381
1018622.000000,2.955876,-31.553337,1.164381
1018623.000000,2.955875,-31.553342,1.164381
1018624.000000,2.955875,-31.553347,1.164382
1018625.000000,2.955875,-31.553352,1.164382
1018626.000000,2.955875,-31.553357,1.164382
1018627.000000,2.955874,-31.553361,1.164382
1018628.000000,2.955874,-31.553366,1.164382
1018629.000000,2.955874,-31.553371,1.164382
1018630.000000,2.955874,-31.553376,1.164382
1018631.000000,2.955873,-31.553381,1.164382
1018632.000000,2.955873,-31.553386,1.164382
1018633.000000,2.955873,-31.553390,1.164382
1018634.000000,2.955873,-31.553395,1.164382
1018635.000000,2.955872,-31.553400,1.164382
1018636.000000,2.955872,-31.553405,1.164382
1018637.000000,2.955872,-31.553410,1.164382
1018638.000000,2.955872,-31.553415,1.164382
1018639.000000,2.955872,-31.553419,1.164382
1018640.000000,2.955871,-31.553424,1.164383
1018641.000000,2.955871,-31.553429,1.164383
1018642.000000,2.955871,-31.553434,1.164383
1018643.000000,2.955871,-31.553439,1.164383
1018644.000000,2.955870,-31.553443,1.164383
1018645.000000,2.955870,-31.553448,1.164383
1018646.000000,2.955870,-31.553453,1.164383
1018647.000000,2.955870,-31.553458,1.164383
1018648.000000,2.955869,-31.553463,1.164383
1018649.000000,2.955869,-31.553468,1.164383
1018650.000000,2.955869,-31.553472,1.164383
1018651.000000,2.955869,-31.553477,1.164383
1018652.000000,2.955869,-31.553482,1.164383
1018653.000000,2.955868,-31.553487,1.164383
1018654.000000,2.955868,-31.553492,1.164383
1018655.000000,2.955868,-31.553497,1.164383
1018656.000000,2.955868,-31.553501,1.164384
1018657.000000,2.955867,-31.553506,1.164384
1018658.000000,2.955867,-31.553511,1.164384
1018659.000000,2.955867,-31.553516,1.164384
1018660.000000,2.955867,-31.553521,1.164384
1018661.000000,2.955866,-31.553525,1.164384
1018662.000000,2.955866,-31.553530,1.164384
1018663.000000,2.955866,-31.553535,1.164384
1018664.000000,2.955866,-31.553540,1.164384
1018665.000000,2.955865,-31.553545,1.164384
1018666.000000,2.955865,-31.553550,1.164384
1018667.000000,2.955865,-31.553554,1.164384
1018668.000000,2.955865,-31.553559,1.164384
1018669.000000,2.955865,-31.553564,1.164384
1018670.000000,2.955864,-31.553569,1.164384
1018671.000000,2.955864,-31.553574,1.164385
1018672.000000,2.955864,-31.553579,1.164385
1018673.000000,2.955864,-31.553583,1.164385
1018674.000000,2.955863,-31.553588,1.164385
1018675.000000,2.955863,-31.553593,1.164385
1018676.000000,2.955863,-31.553598,1.164385
1018677.000000,2.955863,-31.553603,1.164385
1018678.000000,2.955862,-31.553607,1.164385
1018679.000000,2.955862,-31.553612,1.164385
1018680.000000,2.955862,-31.553617,1.164385
1018681.000000,2.955862,-31.553622,1.164385
1018682.000000,2.955862,-31.553627,1.164385
1018683.000000,2.955861,-31.553632,1.164385
1018684.000000,2.955861,-31.553636,1.164385
1018685.000000,2.955861,-31.553641,1.164385
1018686.000000,2.955861,-31.553646,1.164385
1018687.000000,2.955860,-31.553651,1.164386
1018688.000000,2.955860,-31.553656,1.164386
1018689.000000,2.955860,-31.553661,1.164386
1018690.000000,2.955860,-31.553665,1.164386
1018691.000000,2.955859,-31.553670,1.164386
1018692.000000,2.955859,-31.553675,1.164386
1018693.000000,2.955859,-31.553680,1.164386
1018694.000000,2.955859,-31.553685,1.164386
1018695.000000,2.955859,-31.553689,1.164386
1018696.000000,2.955858,-31.553694,1.164386
1018697.000000,2.955858,-31.553699,1.164386
1018698.000000,2.955858,-31.553704,1.164386
1018699.000000,2.955858,-31.553709,1.164386
1018700.000000,2.955857,-31.553714,1.164386
1018701.000000,2.955857,-31.553718,1.164386
1018702.000000,2.955857,-31.553723,1.164387
1018703.000000,2.955857,-31.553728,1.164387
1018704.000000,2.955856,-31.553733,1.164387
1018705.000000,2.955856,-31.553738,1.164387
1018706.000000,2.955856,-31.553743,1.164387
1018707.000000,2.955856,-31.553747,1.164387
1018708.000000,2.955855,-31.553752,1.164387
1018709.000000,2.955855,-31.553757,1.164387
1018710.000000,2.955855,-31.553762,1.164387
