65.000000,42.720000
64.000000,40.940000
77.000000,54.100000
74.000000,57.100000
73.000000,54.080000
81.000000,64.230000
65.000000,45.380000
76.000000,59.690000
64.000000,41.210000
61.000000,38.160000
71.000000,55.040000
74.000000,50.640000
74.000000,54.280000
79.000000,59.490000
61.000000,37.960000
90.000000,75.110000
98.000000,84.120000
53.000000,28.480000
77.000000,56.330000
81.000000,64.360000
76.000000,56.590000
60.000000,40.950000
84.000000,68.280000
62.000000,41.440000
81.000000,62.320000
43.000000,17.020000
79.000000,57.060000
90.000000,74.800000
66.000000,48.260000
67.000000,50.620000
77.000000,56.430000
84.000000,63.130000
77.000000,58.720000
79.000000,67.420000
61.000000,37.420000
70.000000,49.320000
92.000000,77.410000
90.000000,77.390000
61.000000,39.530000
67.000000,45.260000
74.000000,54.360000
68.000000,41.680000
64.000000,40.280000
54.000000,33.580000
84.000000,67.580000
75.000000,53.710000
50.000000,27.640000
84.000000,63.630000
71.000000,53.770000
70.000000,52.050000
66.000000,45.050000
80.000000,61.590000
56.000000,34.470000
68.000000,47.170000
96.000000,80.950000
75.000000,55.340000
64.000000,38.570000
80.000000,65.420000
68.000000,47.730000
86.000000,67.970000
86.000000,69.590000
71.000000,49.340000
84.000000,65.120000
83.000000,64.380000
53.000000,32.600000
60.000000,40.250000
76.000000,53.480000
74.000000,55.520000
86.000000,69.190000
72.000000,52.470000
61.000000,37.300000
61.000000,38.210000
52.000000,30.670000
79.000000,59.690000
66.000000,51.750000
68.000000,50.740000
77.000000,53.070000
79.000000,59.930000
58.000000,32.390000
93.000000,77.180000
54.000000,27.990000
79.000000,61.710000
54.000000,30.090000
76.000000,59.430000
87.000000,68.000000
64.000000,40.570000
72.000000,51.550000
73.000000,53.970000
85.000000,64.960000
66.000000,45.070000
54.000000,31.940000
55.000000,34.190000
81.000000,62.360000
87.000000,65.190000
70.000000,49.460000
99.000000,89.290000
66.000000,47.520000
69.000000,51.380000
78.000000,59.120000
84.000000,64.100000
76.000000,52.840000
67.000000,42.940000
52.000000,28.820000
78.000000,57.250000
75.000000,58.850000
48.000000,24.680000
87.000000,70.640000
64.000000,44.100000
95.000000,80.970000
88.000000,69.780000
86.000000,71.460000
77.000000,60.860000
91.000000,79.310000
65.000000,41.090000
86.000000,64.850000
78.000000,62.580000
85.000000,61.820000
72.000000,53.780000
43.000000,15.880000
74.000000,55.280000
82.000000,61.850000
82.000000,64.020000
79.000000,62.520000
74.000000,50.650000
84.000000,66.610000
48.000000,23.780000
68.000000,47.350000
62.000000,40.190000
82.000000,66.060000
77.000000,56.330000
81.000000,61.520000
52.000000,28.050000
85.000000,65.990000
60.000000,39.690000
83.000000,63.290000
58.000000,33.440000
64.000000,40.140000
82.000000,62.850000
87.000000,68.480000
52.000000,29.390000
78.000000,59.620000
65.000000,43.280000
59.000000,38.470000
75.000000,58.620000
90.000000,67.580000
76.000000,59.410000
86.000000,69.660000
57.000000,30.890000
58.000000,36.110000
48.000000,24.220000
71.000000,53.040000
66.000000,44.980000
80.000000,61.820000
95.000000,80.980000
49.000000,23.540000
73.000000,52.130000
55.000000,33.910000
47.000000,22.120000
50.000000,25.680000
63.000000,40.590000
91.000000,81.810000
79.000000,57.440000
59.000000,32.290000
65.000000,43.780000
91.000000,75.580000
70.000000,49.120000
72.000000,51.260000
53.000000,31.620000
69.000000,41.740000
77.000000,58.390000
85.000000,67.880000
73.000000,53.210000
94.000000,80.940000
80.000000,64.450000
83.000000,62.580000
72.000000,53.590000
66.000000,45.420000
61.000000,37.660000
78.000000,62.200000
85.000000,62.990000
73.000000,52.420000
54.000000,33.710000
77.000000,53.820000
84.000000,68.540000
44.000000,19.070000
92.000000,75.600000
101.000000,85.020000
74.000000,53.620000
68.000000,49.600000
99.000000,87.080000
48.000000,25.010000
95.000000,80.750000
82.000000,65.490000
62.000000,39.040000
69.000000,49.880000
87.000000,70.430000
45.000000,22.340000
74.000000,53.440000
85.000000,64.220000
77.000000,59.480000
69.000000,47.780000
68.000000,45.890000
88.000000,69.670000
85.000000,64.310000
87.000000,70.290000
82.000000,66.150000
73.000000,54.400000
78.000000,58.130000
66.000000,46.740000
68.000000,46.900000
63.000000,50.170000
82.000000,64.970000
71.000000,52.170000
81.000000,62.120000
81.000000,65.860000
77.000000,60.750000
90.000000,71.120000
45.000000,19.230000
76.000000,59.940000
